Title,Authors,Publisher,PublishedDate,ISBN,PageCount,Categories,AverageRating,RatingsCount,Language,TitleWordCount
The Unteachables,Gordon Korman,HarperCollins,2019-01-08,9780062563910,205,Juvenile Fiction,5.0,2,en,2
The City We Became,N. K. Jemisin,Orbit,2020-03-24,9780316509855,386,Fiction,5.0,2,en,4
Memoirs of a Geisha,Arthur Golden,Vintage,1999-11-09,9780375406782,450,Fiction,4.5,30,en,4
Apples Never Fall,Liane Moriarty,Henry Holt and Company,2021-09-14,9781250220264,432,Fiction,3.0,2,en,3
Wine and War,"Donald Kladstrup, Petie Kladstrup",Crown,2002-06-18,9780767913256,306,History,4.0,3,en,3
The House With Chicken Legs,Sophie Anderson,Scholastic Inc.,2018-09-25,9781338209983,206,Juvenile Fiction,5.0,1,en,5
The Twelve Dates of Christmas,Jenny Bayliss,Penguin,2020-10-13,9780593085370,385,Fiction,4.0,1,en,5
The Weird,"Jeff VanderMeer, Ann VanderMeer",Tor Books,2012-01-24,9781466803190,2482,Fiction,5.0,1,en,2
The Castle in the Forest,Norman Mailer,Random House,2007-01-23,9781588365903,498,Fiction,3.5,2,en,5
Oath of the Vayuputras,Amish Tripathi,Jo Fletcher Books,2016-07-05,9781681445038,565,Fiction,3.0,1,en,4
The Kaiju Preservation Society,John Scalzi,Tor Books,2022-03-15,9780765389138,226,Fiction,5.0,1,en,4
Upside Down in the Middle of Nowhere,Julie T. Lamana,Chronicle Books,2014-04-08,9781452130309,327,Juvenile Fiction,2.0,4,en,7
The Summer Getaway,Susan Mallery,HQN Books,2022-03-15,9780369703668,447,Fiction,5.0,1,en,3
The Seventh Most Important Thing,Shelley Pearsall,Yearling,2016-10-04,9780553497311,290,Juvenile Fiction,5.0,3,en,5
Hood,Stephen Lawhead,Thomas Nelson Inc,2008-04-08,9781595543295,513,Fiction,4.0,9,en,1
The Way of Kings,Brandon Sanderson,Macmillan,2014-03-04,9780765376671,1013,Fiction,4.5,4,en,4
Horrid Henry,Francesca Simon,"Sourcebooks, Inc.",2009-04-01,9781402246630,112,Juvenile Fiction,5.0,2,en,2
All the Light We Cannot See,Anthony Doerr,Simon and Schuster,2014-05-06,9781476746609,560,Fiction,4.5,4,en,6
The Investigator,John Sandford,Canelo,2023-01-19,9781804362464,475,Fiction,4.0,1,en,2
The Vegetarian,Han Kang,Hogarth,2016-02-02,9780553448191,209,Fiction,4.0,2,en,2
Barney's Version,Mordecai Richler,Vintage,2011-12-21,9780307813473,517,Fiction,3.0,2,en,2
The Butterfly House,Katrine Engberg,Simon and Schuster,2021-01-05,9781982127626,352,Fiction,4.5,2,en,3
Encyclopedia of the Novel,Paul Schellinger,Routledge,2014-04-08,9781135918262,838,Literary Criticism,5.0,1,en,4
Animals,Keith Ridgway,HarperCollins UK,2007-01-01,9780007213320,9,Fiction,4.0,1,en,1
Dual-process Theories in Social Psychology,"Shelly Chaiken, Yaacov Trope",Guilford Press,1999-02-19,9781572304215,676,Psychology,2.0,3,en,5
Different Engines,"M. Brake, N. Hook",Palgrave Macmillan,2007-11-04,9780230553897,274,Fiction,5.0,1,en,2
Podkayne of Mars,Robert A. Heinlein,Penguin,2010-01-05,9781101171363,160,Fiction,3.0,2,en,3
Flesh And Blood,Patricia Cornwell,Harper Collins,2014-11-11,9781443436724,396,Fiction,3.0,1,en,3
Journey to the Center of the Earth,Jules Verne,Bantam,2006-04-25,9780553902549,242,Fiction,3.5,3,en,7
The Tenderness of Wolves,Stef Penney,Simon and Schuster,2008-03-04,9781416571308,400,Fiction,3.0,2,en,4
Daughter of the Blood,Anne Bishop,Penguin,1998-03-01,9781101212400,417,Fiction,4.5,18,en,4
Nantucket Nights,Elin Hilderbrand,St. Martin's Press,2010-04-01,9781429905466,244,Fiction,3.0,2,en,2
Pompeii,Robert Harris,Fawcett,2004-01-01,9780345475671,370,Fiction,3.5,2,en,1
The Other Boleyn Girl (Movie Tie-In),Philippa Gregory,Simon and Schuster,2008-01-22,9781416560609,678,Fiction,4.0,5,en,6
Selected Essays,Virginia Woolf,OUP Oxford,2008-02-14,9780191549816,285,Literary Collections,3.5,2,en,2
The Science of Science,"Dashun Wang, Albert-László Barabási",Cambridge University Press,2021-03-25,9781108492669,315,Computers,4.0,1,en,4
Science in Action,Bruno Latour,Harvard University Press,1987-01-01,9780674792913,292,History,4.5,2,en,3
Biomaterials Science,"Buddy D. Ratner, Allan S. Hoffman, Frederick J. Schoen, Jack E. Lemons",Elsevier,2004-08-18,9780080470368,879,Technology & Engineering,4.0,1,en,2
The Sociology of Science,Robert K. Merton,University of Chicago Press,1973-01-01,9780226520926,639,Social Science,5.0,1,en,4
Bad Science,Ben Goldacre,"Farrar, Straus and Giroux",2010-10-12,9781429967099,337,Science,5.0,5,en,2
Modern Physical Organic Chemistry,"Eric V. Anslyn, Dennis A. Dougherty",University Science Books,2006-01-01,9781891389313,1148,Science,4.0,9,en,4
Learning Science in Informal Environments,"National Research Council, Division of Behavioral and Social Sciences and Education, Center for Education, Board on Science Education, Committee on Learning Science in Informal Environments",National Academies Press,2009-05-27,9780309141130,348,Education,5.0,1,en,5
The Love Hypothesis,Ali Hazelwood,Penguin,2021-09-14,9780593336823,401,Fiction,4.5,2,en,3
The ArcGIS Book,"Christian Harder, Clint Brown",ESRI Press,2017-01-01,9781589484870,172,Computers,1.0,1,en,3
Science Encyclopedia,National Geographic Kids,National Geographic Books,2016-01-01,9781426325427,308,Science,4.0,1,en,2
The Magic School Bus and the Climate Challenge,Joanna Cole,Scholastic Inc.,2010-01-01,9780590108263,50,Juvenile Nonfiction,5.0,1,en,8
Cambridge Primary Science Stage 3 Learner's Book,"Jon Board, Alan Cross",Cambridge University Press,2014-05-22,9781107611412,81,Juvenile Nonfiction,3.0,2,en,7
Global Science,John W. Christensen,Kendall Hunt,2000-01-01,9780787290108,988,Earth sciences,5.0,1,en,2
Entangled Life,Merlin Sheldrake,Random House,2020-05-12,9780525510338,370,Science,5.0,1,en,2
Astrophysics for Young People in a Hurry,Neil deGrasse Tyson,W. W. Norton & Company,2019-02-05,9780393356519,176,Juvenile Nonfiction,5.0,1,en,7
Cambridge Primary Science Stage 1 Activity Book,"Jon Board, Alan Cross",Cambridge University Press,2014-05-22,9781107611429,27,Education,2.0,1,en,7
Benchmarks for Science Literacy,American Association for the Advancement of Science,Oxford University Press,1994-01-06,9780199726516,443,Education,4.0,1,en,4
Lost in Math,Sabine Hossenfelder,Basic Books,2018-06-12,9780465094264,286,Science,3.5,2,en,3
What If?,Randall Munroe,Houghton Mifflin Harcourt,2014-01-01,9780544272996,321,Fiction,4.0,8,en,2
Stiff: The Curious Lives of Human Cadavers,Mary Roach,W. W. Norton & Company,2004-05-17,9780393069198,305,Science,4.0,52,en,7
Between Two Kingdoms,Suleika Jaouad,Random House,2021-02-09,9780399588594,368,Biography & Autobiography,1.0,1,en,3
The Premonition: A Pandemic Story,Michael Lewis,W. W. Norton & Company,2021-05-04,9780393881561,211,Political Science,4.0,2,en,5
The Gene,Siddhartha Mukherjee,Simon and Schuster,2016-05-17,9781476733531,624,Medical,4.5,7,en,2
Packing for Mars: The Curious Science of Life in the Void,Mary Roach,W. W. Norton & Company,2011-04-04,9780393079104,335,Science,1.5,2,en,11
The Body,Bill Bryson,Anchor,2019-10-15,9780385539319,490,Science,4.5,2,en,2
The Disappearing Spoon,Sam Kean,"Little, Brown",2010-07-12,9780316089081,333,Science,4.0,13,en,3
Physics of the Impossible,Michio Kaku,Anchor,2008-03-11,9780385525442,354,Science,4.5,25,en,4
Immune,Philipp Dettmer,Hachette UK,2021-11-02,9781529360691,368,Medical,5.0,3,en,1
The Greatest Show on Earth,Richard Dawkins,Simon and Schuster,2009-09-22,9781416597780,477,Science,4.5,18,en,5
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",Brian Greene,W. W. Norton & Company,2010-09-21,9780393338102,447,Science,5.0,8,en,13
More Picture-perfect Science Lessons,"Karen Rohrich Ansberry, Emily Rachel Morgan",NSTA Press,2007-01-01,9781933531120,255,Education,4.0,3,en,4
Biology,"Neil A. Campbell, Jane B. Reece",Benjamin-Cummings Publishing Company,2005-01-01,9780805371710,1398,Science,5.0,1,en,1
The Code Breaker,Walter Isaacson,Simon and Schuster,2021-03-09,9781982115876,560,Biography & Autobiography,4.5,2,en,3
Making Social Science Matter,Bent Flyvbjerg,Cambridge University Press,2001-01-15,9780521775687,218,Social Science,4.5,3,en,4
The Undiscovered Mind,John Horgan,Simon and Schuster,2000-11-14,9780684865782,340,Medical,5.0,2,en,3
"African Americans in Science, Math, and Invention","Ray Spangenburg, Diane Moser, Douglas Long",Infobase Publishing,2014-05-14,9781438107745,273,Biography & Autobiography,5.0,1,en,7
Short-cut Math,Gerard W. Kelly,Courier Corporation,1984-04-01,9780486246116,134,Mathematics,3.5,3,en,2
Extraordinary Knowing,Elizabeth Lloyd Mayer,Bantam,2007-02-27,9780553903515,322,"Body, Mind & Spirit",2.0,1,en,2
Mathematics and the Imagination,"Edward Kasner, James Roy Newman",Courier Corporation,2001-01-01,9780486417035,402,Mathematics,5.0,1,en,4
Ten Little Ladybugs,Melanie Gerth,Intervisual/Piggy Toes,2000-01-01,9781581170917,20,Juvenile Fiction,5.0,1,en,3
This Is How,Augusten Burroughs,St. Martin's Press,2012-05-08,9781250011565,239,Self-Help,4.5,4,en,3
Help Me!,Marianne Power,Grove Press,2019-01-15,9780802146885,327,Self-Help,2.0,1,en,2
Breaking Free from Emotional Eating,Geneen Roth,Penguin,2003-05-06,9780452284913,228,Health & Fitness,4.5,2,en,5
Your Sacred Self,Wayne W. Dyer,Harper Collins,2009-10-13,9780061864827,402,Self-Help,5.0,3,en,3
Jonathan Livingston Seagull,Richard Bach,Simon and Schuster,2014-10-21,9781476793313,144,Fiction,4.0,1,en,3
Grief Therapy,Karen Katafiasz,Open Road Media,2014-09-09,9781497688346,140,Self-Help,5.0,1,en,2
The Self Help Addict,Daniel Gefen,Evolve Global Publishing,2018-03-16,9781981930456,231,Self-Help,4.0,1,en,4
Clarity & Connection,Yung Pueblo,Andrews McMeel Publishing,2021-04-27,9781524869861,244,Poetry,3.0,2,en,3
"Weight, Sex, and Marriage","Richard B. Stuart, Barbara Jacobson",Guilford Press,1994-12-01,9780898620603,198,Psychology,4.0,1,en,4
What Doesn't Kill Us,Stephen Joseph,Basic Books,2011-11-01,9780465027927,336,Psychology,1.0,1,en,4
The Alchemist,Paulo Coelho,HarperCollins,2015-02-24,9780062416216,166,Fiction,4.5,16,en,2
From Stress to Success in Just 31 Days!,Dr. John F. Demartini,"Hay House, Inc",2009-07-15,9781401926205,162,Self-Help,3.0,1,en,8
What a Time to be Alone,Chidera Eggerue,Hardie Grant Publishing,2018-07-26,9781787133143,195,Family & Relationships,5.0,1,en,6
Start Where You Are,Pema Chödrön,Shambhala Publications,2004-03-09,9781590301425,240,Religion,5.0,2,en,4
How to Get Filthy Rich in Rising Asia,Mohsin Hamid,Penguin,2013-03-05,9781101603789,129,Fiction,4.0,1,en,8
Overcoming Obsessive-Compulsive Disorder,"David Veale, Rob Willson",Robinson,2009-08-27,9781849011761,273,Self-Help,5.0,1,en,3
The Power of Habit,Charles Duhigg,Random House,2012-02-28,9780679603856,319,Business & Economics,4.0,60,en,4
The War of Art,Steven Pressfield,Black Irish Entertainment LLC,2002-06-03,9781936891047,195,Self-Help,5.0,1,en,4
The Antidote,Oliver Burkeman,"Farrar, Straus and Giroux",2012-11-13,9781429947602,257,Self-Help,5.0,1,en,2
Raising a Sensory Smart Child,"Lindsey Biel, Nancy Peske",Penguin,2009-08-25,9781101429365,514,Family & Relationships,5.0,1,en,5
Quiet,Susan Cain,Crown,2013-01-29,9780307352156,370,Psychology,5.0,4,en,1
Essentialism,Greg McKeown,Crown Currency,2014-04-15,9780804137393,305,Business & Economics,3.0,1,en,1
The Magic of Thinking Big,David J. Schwartz,Penguin,2014-12-02,9780698198586,315,Self-Help,5.0,2,en,5
Blink,Malcolm Gladwell,Back Bay Books,2007-04-03,9780316005043,320,Business & Economics,4.0,33,en,1
How to stop worrying & start living,Dale Carnegie,Diamond Pocket Books Pvt Ltd,2016-09-17,9789352613915,348,Self-Help,5.0,1,en,7
Big Magic,Elizabeth Gilbert,Penguin,2015-09-22,9780698408319,290,Self-Help,5.0,1,en,2
The Life-Changing Magic of Tidying Up,Marie Kondo,Ten Speed Press,2014-10-14,9781607747314,226,House & Home,4.5,3,en,6
The Four Agreements,"Don Miguel Ruiz, Janet Mills",Amber-Allen Publishing,2010-01-18,9781934408018,105,Self-Help,3.0,11,en,3
Better Than Before,Gretchen Rubin,Crown,2015-03-17,9780385348621,321,Self-Help,5.0,1,en,3
Deep Work,Cal Newport,Grand Central Publishing,2016-01-05,9781455586660,228,Business & Economics,4.0,5,en,2
12 Rules for Life,Jordan B. Peterson,Random House Canada,2018-01-23,9780345816023,450,Psychology,4.5,7,en,4
"Men Are from Mars, Women Are from Venus",John Gray,Harper Collins,1993-04-23,9780060168483,312,Family & Relationships,2.5,2,en,8
The Happiness Project,Gretchen Rubin,Harper Collins,2012-06-26,9781443418195,354,Biography & Autobiography,5.0,1,en,3
21 Ways to a Happier Depression,Seth Swirsky,"Sourcebooks, Inc.",2017-04-04,9781492648147,90,Self-Help,5.0,1,en,6
The Power of Now,Eckhart Tolle,New World Library,2010-10-06,9781577313113,258,"Body, Mind & Spirit",4.0,97,en,4
The Gentle Art of Swedish Death Cleaning,Margareta Magnusson,Simon and Schuster,2018-01-02,9781501173257,144,House & Home,5.0,1,en,7
Outliers,Malcolm Gladwell,Penguin UK,2008-11-18,9780141903491,174,Psychology,4.5,4,en,1
Handbook of Group Counseling and Psychotherapy,"Janice L. DeLucia-Waack, Deborah A. Gerrity, Cynthia R. Kalodner, Maria Riva",SAGE Publications,2003-12-23,9781452262970,745,Psychology,5.0,1,en,6
Reading Is My Window,Megan Sweeney,Univ of North Carolina Press,2010-02-15,9780807898352,351,Social Science,4.0,1,en,4
Asset Building and Community Development,"Gary Paul Green, Anna Haines",SAGE,2007-08-14,9781412951340,321,Business & Economics,4.0,1,en,5
Psychobabble,Stephen Briers,Pearson UK,2012-12-14,9780273781448,249,Self-Help,3.0,2,en,1
Diary of a Self-Help Junkie,Marianne Funny,Marianne Kenny,,9780987823304,174,Self-actualization (Psychology),5.0,1,en,5
Self-Care for People with ADHD,Sasha Hamdani,Simon and Schuster,2023-01-03,9781507219447,192,Psychology,5.0,1,en,5
"I'm Dysfunctional, You're Dysfunctional",Wendy Kaminer,Vintage,1992-01-01,9780679745853,180,Psychology,4.0,1,en,4
The Art of the Book of Life,Jorge Gutierrez,Dark Horse Comics,2014-10-14,9781630080891,198,Art,5.0,1,en,7
Teaching Art with Books Kids Love,Darcie Clark Frohardt,Fulcrum Publishing,1999-01-01,9781555914066,188,Education,4.5,2,en,6
Imaginative Realism,James Gurney,Andrews McMeel Publishing,2009-10-20,9780740785504,228,Art,5.0,1,en,2
The Great and Secret Show,Clive Barker,HarperCollins UK,1990-01-01,9780006179085,16,California,4.0,1,en,5
Cases and Materials on the Carriage of Goods By Sea,Martin Dockray,Routledge,2013-03-04,9781135335601,499,Law,5.0,1,en,10
Latinx Art,Arlene Dávila,Duke University Press,2020-07-24,9781478008859,165,Art,1.0,1,en,2
Your Inner Critic Is a Big Jerk,Danielle Krysa,Chronicle Books,2016-10-11,9781452148496,138,Self-Help,5.0,1,en,7
The Book as Art,"Krystyna Wasserman, Audrey Niffenegger, Johanna Drucker",Princeton Architectural Press,2007-01-01,9781568986098,212,Architecture,5.0,3,en,4
"NIV Study Bible, Fully Revised Edition","Zondervan,",Zondervan,2020-09-15,9780310449072,2514,Bibles,5.0,1,en,6
The Art of Luca,"Disney/Pixar, Pixar",Chronicle Books,2021-01-01,9781797207254,160,Animated films,4.0,1,en,4
The Photography Book,Editors of Phaidon Press,Phaidon Press,1997-02-10,9780714836348,512,Photography,5.0,2,en,3
The Art of Cuphead,Studio MDHR,Dark Horse Comics,2020-03-17,9781506713212,272,Art,5.0,1,en,4
The Art of Fire Emblem: Awakening,Various,Dark Horse Comics,2016-10-18,9781630086176,323,Games & Activities,5.0,5,en,6
Endurance,Alfred Lansing,Basic Books,2014-04-29,9780465058792,412,History,5.0,2,en,1
The Backyard Adventurer,Beau Miles,Brio Books Pty Ltd,2021-05-05,9781922267313,288,Sports & Recreation,5.0,1,en,3
Alanna,Tamora Pierce,Simon and Schuster,2009-12-08,9781439120293,272,Young Adult Fiction,5.0,1,en,1
The Nebraska Adventure,Jean A. Lukesh,Gibbs Smith,2021-01-01,9781423625483,289,Nebraska,2.0,3,en,3
A Game of Thrones 4-Book Bundle,George R. R. Martin,Bantam,2011-03-22,9780345529060,3441,Fiction,4.0,304,en,6
Fundamentals of Game Design,Ernest Adams,New Riders,2010-04-07,9780132104753,697,Computers,3.0,6,en,4
The Right Stuff,Tom Wolfe,"Farrar, Straus and Giroux",2008-03-04,9781429961325,370,History,4.5,6,en,3
Yoga Pretzels,"Tara Lynda Guber, Leah Kalish",Barefoot Books,2005-01-01,9781905236046,110,Hatha yoga,5.0,1,en,2
Rowley Jefferson's Awesome Friendly Adventure,Jeff Kinney,Abrams,2020-08-04,9781647001667,224,Juvenile Fiction,4.5,5,en,5
Mikhail Bakhtin,"Gary Saul Morson, Caryl Emerson",Stanford University Press,1990-01-01,9780804718226,1108,Literary Criticism,5.0,1,en,2
The Dangerous Book for Boys,"Conn Iggulden, Hal Iggulden",HarperCollins,2018-04-03,9780062874979,561,Crafts & Hobbies,4.0,1,en,5
Gentlemen of the Road,Michael Chabon,Del Rey,2008-09-30,9780345502070,226,Fiction,2.0,1,en,4
Play from Birth to Twelve,"Doris Pronin Fromberg, Doris Bergen",Routledge,2012-11-12,9781136080029,482,Education,5.0,1,en,5
A Cook's Tour,Anthony Bourdain,Bloomsbury Publishing USA,2010-09-17,9781608195176,292,Cooking,4.0,2,en,3
Sandwalk Adventures,Jay S Hosler,Active Synapse,2003-01-01,9780967725512,164,Juvenile Fiction,4.5,2,en,2
Genie Wishes,Elisabeth Dahl,Abrams,2013-04-02,9781613124611,217,Juvenile Fiction,4.0,1,en,2
Into Thin Air,Jon Krakauer,Anchor,1998-11-12,9780679462712,318,Biography & Autobiography,4.5,48,en,3
Cat Kid Comic Club,Dav Pilkey,Graphix,,9781536467451,176,Cartoonists,5.0,2,en,4
The Adventure of the Speckled Band,"Sir Arthur Conan Doyle, P. James Macaluso",Andrews UK Limited,2016-08-31,9781780928838,38,Fiction,4.5,2,en,6
Gulliver's Travels,Jonathan Swift,Echo Library,2011-08-01,9781603037228,204,Fiction,4.0,18,en,2
Trapped in a Video Game,Dustin Brady,Andrews McMeel Publishing,2018-04-10,9781449496265,132,Juvenile Fiction,5.0,3,en,5
The Last Days of Jack Sparks,Jason Arnopp,Orbit,2016-03-01,9780316362252,385,Fiction,3.0,1,en,6
The Last Kids on Earth,Max Brallier,Viking Books for Young Readers,2015-10-13,9780670016617,248,Juvenile Fiction,5.0,3,en,5
Words on Fire,Jennifer A. Nielsen,Scholastic Inc.,2019-10-01,9781338275513,274,Juvenile Fiction,5.0,4,en,3
The New Annotated Sherlock Holmes: The Complete Short Stories: The Adventures of Sherlock Holmes and The Memoirs of Sherlock Holmes (Non-Slipcased Edition) (Vol. 1) (The Annotated Books),Arthur Conan Doyle,W. W. Norton & Company,2005-01-01,9780393059144,844,Fiction,5.0,1,en,27
The Adventure Zone: Here There Be Gerblins,"Clint McElroy, Griffin McElroy, Justin McElroy, Carey Pietsch, Travis McElroy",First Second Books,2018-07-17,9781250153708,258,Comics & Graphic Novels,4.5,3,en,7
I'll Be You,Janelle Brown,Random House,2022-04-26,9780525479215,369,Fiction,4.0,1,en,3
The Bicycle Spy,Yona Zeldis McDonough,Scholastic Inc.,2016-09-27,9780545851824,178,Juvenile Fiction,3.0,2,en,3
"Lost in the Pacific, 1942: Not a Drop to Drink (Lost #1)",Tod Olson,Scholastic Inc.,2016-10-25,9780545928120,143,Juvenile Nonfiction,5.0,1,en,12
The Emerald Mile,Kevin Fedarko,Simon and Schuster,,9781439159866,448,Biography & Autobiography,5.0,2,en,3
Dangerous Waters,Gregory Mone,Roaring Brook Press,2012-03-13,9781429961844,241,Juvenile Fiction,5.0,1,en,2
Stone Fox,John Reynolds Gardiner,Harper Collins,2010-05-18,9780062009661,103,Juvenile Fiction,4.5,27,en,2
Brave Like My Brother,Marc Tyler Nobleman,Scholastic Inc.,2016-06-28,9780545880374,64,Juvenile Fiction,2.0,1,en,4
Mason & Dixon,Thomas Pynchon,Penguin,2012-06-13,9781101594643,776,Fiction,2.0,2,en,3
Conquistadors of the Useless,Lionel Terray,Mountaineers Books,2008-09-16,9781680510843,504,Biography & Autobiography,5.0,1,en,4
We Are Not Eaten by Yaks,C. Alexander London,Penguin,2011-02-22,9781101475874,217,Juvenile Fiction,5.0,1,en,6
Musashi,Eiji Yoshikawa,"Vertical, Inc.",2012-08-10,9781568364513,1547,Fiction,5.0,1,en,1
My Msadventures,Becky Kennedy,BalboaPress,2013-01-17,9781452566429,185,Self-Help,5.0,1,en,2
Survivor Kid,Denise Long,Chicago Review Press,2011-05-01,9781569768792,238,Juvenile Nonfiction,5.0,1,en,2
African Adventure,Willard Price,Random House,1993-01-01,9780099183716,210,Adventure and adventurers,5.0,1,en,2
Against the Day,Thomas Pynchon,Penguin,2012-06-13,9781101594667,1541,Fiction,3.0,8,en,3
Treasure of Khan,"Clive Cussler, Dirk Cussler",Penguin,2006-11-28,9781101206355,572,Fiction,3.5,2,en,3
Ghostwritten,David Mitchell,Vintage,2007-12-18,9780307426024,444,Fiction,4.5,10,en,1
West with the Night,Beryl Markham,Macmillan,1983-01-01,9780865471184,308,Biography & Autobiography,4.5,4,en,4
Arctic Drift,"Clive Cussler, Dirk Cussler",Penguin,2009-11-24,9781101151501,607,Fiction,4.0,5,en,2
Kings of the Wyld,Nicholas Eames,Orbit,2017-02-21,9780316362467,527,Fiction,5.0,2,en,4
Shoeless Joe & Me,Dan Gutman,Harper Collins,2009-10-06,9780061973567,180,Juvenile Fiction,3.5,4,en,4
The MeatEater Guide to Wilderness Skills and Survival,Steven Rinella,Random House,2020-12-01,9780593129708,465,Sports & Recreation,5.0,1,en,8
The River,Gary Paulsen,Ember,2012-03-13,9780307929617,178,Young Adult Fiction,5.0,1,en,2
Children of the Lamp,Philip Kerr,Scholastic Paperbacks,2005-09-01,9780439670203,355,Juvenile Fiction,5.0,1,en,4
Flood Tide,Clive Cussler,Simon and Schuster,,9780671000318,564,Fiction,3.5,4,en,2
The Bone Clocks,David Mitchell,Knopf Canada,2014-09-02,9780307366771,646,Fiction,3.5,2,en,3
H. M. S. Surprise (Vol. Book 3) (Aubrey/Maturin Novels),Patrick O'Brian,W. W. Norton & Company,1994-11-17,9780393037036,402,Fiction,4.0,6,en,9
Keeping the Moon,Sarah Dessen,Penguin,2004-05-11,9781101042700,258,Young Adult Fiction,4.0,9,en,3
How Successful People Think,John C. Maxwell,Center Street,2009-06-01,9781599952154,120,Religion,5.0,1,en,4
The Mindful Way Through Anxiety,"Susan M. Orsillo, Lizabeth Roemer",Guilford Press,2011-01-17,9781606239827,321,Psychology,5.0,1,en,5
Walt Disney,Neal Gabler,Vintage,2007-10-09,9780679757474,914,Biography & Autobiography,4.0,1,en,2
Thomas Paine's Rights of Man,Christopher Hitchens,Grove Press,,9780802143839,180,Biography & Autobiography,4.0,2,en,5
Wizard:,Marc Seifer,Citadel,2011-10-24,9780806535562,802,Biography & Autobiography,5.0,1,en,1
Jackie Robinson,Arnold Rampersad,Ballantine Books,2011-06-08,9780307788481,562,Biography & Autobiography,4.5,2,en,2
Steve Jobs,Walter Isaacson,Simon and Schuster,2011-01-01,9781451648546,656,Biography & Autobiography,3.5,5,en,2
The Beatles,Bob Spitz,"Little, Brown",2012-06-25,9780316031677,704,Biography & Autobiography,3.0,1,en,2
Madonna,J. Randy Taraborrelli,Simon and Schuster,2001-09-27,9780743228800,395,Biography & Autobiography,3.5,3,en,1
Wilson,A. Scott Berg,Penguin,2013-09-10,9781101636411,678,Biography & Autobiography,2.0,3,en,1
C.S. Lewis,A. N. Wilson,W. W. Norton & Company,2002-01-01,9780393323405,370,Biography & Autobiography,4.0,1,en,2
Unpresidented,Martha Brockenbrough,Feiwel & Friends,2018-12-04,9781250308030,434,Young Adult Nonfiction,1.0,1,en,1
Stories I Only Tell My Friends,Rob Lowe,Henry Holt and Company,2011-04-26,9781429996020,321,Biography & Autobiography,4.5,3,en,6
Leonardo da Vinci,Walter Isaacson,Simon and Schuster,2017-10-17,9781501139178,624,Biography & Autobiography,4.0,2,en,3
Paul McCartney,Peter Ames Carlin,Simon and Schuster,2009-11-03,9781416562238,394,Biography & Autobiography,3.0,1,en,2
The Snowball,Alice Schroeder,A&C Black,2009-09-16,9781408807323,833,Business & Economics,4.5,3,en,2
Mark Rothko,James E. B. Breslin,University of Chicago Press,1993-01-01,9780226074061,774,Art,4.0,1,en,2
The Silent Patient,Alex Michaelides,Celadon Books,2019-02-05,9781250301710,322,Fiction,4.0,10,en,3
Shakey: Neil Young's Biography,Jimmy McDonough,Anchor,2003-05-13,9781400075447,1001,Biography & Autobiography,5.0,1,en,4
Breakfast of Champions,Kurt Vonnegut,Dial Press,2009-09-23,9780307567239,322,Fiction,4.0,5,en,3
The Seductions of Biography,"David Suchoff, Mary Rhiel",Routledge,2016-02-04,9781134714421,234,Social Science,1.0,1,en,4
Every Love Story Is a Ghost Story,D. T. Max,Penguin,2012-08-30,9781101601112,370,Biography & Autobiography,4.0,13,en,7
Who Was Albert Einstein?,"Jess Brallier, Who HQ",Penguin,2002-02-18,9781101640074,113,Juvenile Nonfiction,2.0,3,en,4
Risk Society,Ulrich Beck,SAGE,1992-09-03,9780803983465,270,Social Science,4.0,2,en,2
Susan Sontag,"Carl Edmund Rollyson, Lisa Olson Paddock",W. W. Norton & Company,2000-01-01,9780393049282,410,Biography & Autobiography,1.0,1,en,2
Who Was Anne Frank?,"Ann Abramson, Who HQ",Penguin,2007-01-18,9781101099650,113,Juvenile Nonfiction,4.5,3,en,4
E.B. White,Scott Elledge,W. W. Norton & Company,1986-01-01,9780393303056,420,Biography & Autobiography,5.0,1,en,2
Cat's Cradle,Kurt Vonnegut,Dial Press,2009-11-04,9780307567277,306,Fiction,4.0,11,en,2
Who Were the Wright Brothers?,"James Buckley, Jr., Who HQ",Penguin,2014-05-01,9780399540103,114,Juvenile Nonfiction,5.0,1,en,5
Annie's Baby,Beatrice Sparks,Harper Collins,2010-07-27,9780062012661,260,Young Adult Fiction,4.5,15,en,2
The Emperor of All Maladies,Siddhartha Mukherjee,Simon and Schuster,2011-08-09,9781439170915,624,Health & Fitness,5.0,2,en,5
Christian Origins and the Establishment of the Early Jesus Movement,"Stanley E. Porter, Andrew W. Pitts",BRILL,2018-08-07,9789004372740,597,Religion,3.5,3,en,10
97 Things Every Programmer Should Know,Kevlin Henney,"""O'Reilly Media, Inc.""",2010-02-05,9781449388676,259,Computers,4.0,3,en,6
Who Was Walt Disney?,"Whitney Stewart, Who HQ",Penguin,2009-04-16,9780448450520,116,Juvenile Nonfiction,4.0,4,en,4
The One,RJ Smith,Penguin,2012-03-15,9781101561102,556,Biography & Autobiography,3.0,9,en,2
Encyclopedia of Great Popular Song Recordings,Steve Sullivan,Scarecrow Press,2013-10-04,9780810882966,1027,Music,2.0,1,en,6
Who Was Neil Armstrong?,"Roberta Edwards, Who HQ",Penguin,2008-10-02,9780448449074,116,Juvenile Nonfiction,5.0,2,en,4
Wave,Sonali Deraniyagala,McClelland & Stewart,2013-03-05,9780771025389,146,Biography & Autobiography,2.0,1,en,1
